text,language
Iemand die ik ken heeft recentelijk esdoornsiroop en met boter besmeerde popcorn gecombineerd in de hoop dat het zou smaken als karamellpopcorn. Dat deed het niet en ze raden niemand aan het ook te doen,Nederlands
The green tea and avocado smoothie turned out exactly as would be expected, English
It was the scarcity that fueled his creativity, English
Die herinnering wat ons eens gedeel het is nie meer saamhangend nie,Afrikaans
Hij vertelde ons een heel spannend avontuurverhaal,Nederlands
Natuurlijk houdt ze van haar roze bunny slippers,Nederlands
He's in a boy band which doesn't make much sense for a snake, English
One small action would change her life but whether it would be for better or for worse was yet to be determined, English
Er was geen ijs in de vriezer en ze hadden ook geen geld om naar de winkel te gaan,Nederlands
He waited for the stop sign to turn to a go sign, English
I purchased a baby clown from the Russian terrorist black market, English
He didn't heed the warning and it had turned out surprisingly well, English
Die geheimsinnige dagboek neem die stem op,Afrikaans
Tom kreeg een klein stuk taart,Nederlands
Het mysterieuze dagboek registreert de stem,Nederlands
If my calculator had a history it would be more embarrassing than my browser history, English
As ek nie van iets hou nie sal ek daar wegbly,Afrikaans
Sy het die boek baie jare gelede van hom geleen en het dit nog nie teruggebring nie,Afrikaans
Flesh-colored yoga pants were far worse than even he feared, English
Toen ik klein was heeft een autodeur op mijn hand geklapt en ik herinner me het nog behoorlijk levendig,Nederlands
The crowd yells and screams for more memes, English
Dit was hoe hy $1 miljoen gewen het,Afrikaans
He hated that he loved what she hated about hate, English
The random sentence generator generated a random sentence about a random sentence, English
His confidence would have been admirable if it wasn't for his stupidity, English
As he waited for the shower to warm he noticed that he could hear water change temperature, English
Niet alle mensen die dwalen zijn verloren,Nederlands
As jy van tuna en tamatiesous hou probeer om die twee te kombineer Dit is regtig nie so sleg soos dit klink nie,Afrikaans
Achter het raam was een reflectie die alleen angst inboezemde,Nederlands
Iedereen was bezig dus ging ik alleen naar de film,Nederlands
Almal was besig so het ek alleen na die fliek gegaan,Afrikaans
Ek wil meer gedetailleerde inligting hê,Afrikaans
He was so preoccupied with whether or not he could that he failed to stop to consider if he should, English
Tom het 'n klein stukkie tert gekry,Afrikaans
Ek sou die bevordering gekry het maar my teenwoordigheid was nie goed genoeg nie,Afrikaans
Daar is min dinge in die lewe wat beter is as 'n sny tert,Afrikaans
Wacht alsjeblieft buiten het huis,Nederlands
Zestig-Vier komt om brood vragen,Nederlands
De lucht is helder de sterren fonkelen,Nederlands
So long and thanks for the fish, English
He set out for a short walk but now all he could see were mangroves and water were for miles, English
Ik denk dat ik de rode auto zal kopen of de blauwe zal leasen,Nederlands
Katte is goeie troeteldiere want hulle is skoon en is nie luidrugtig nie,Afrikaans
Joe het die suikerkoekies gemaak Susan het hulle gedekoreer,Afrikaans
Dit moet vyf-uur wees ergens,Afrikaans
Sy kon hom in die stort hoor sing met 'n vreugde wat sy gehoop het hy sou behou nadat sy die nuus gelewer het,Afrikaans
Sy was te kort om oor die heining te sien,Afrikaans
Her hair was windswept as she rode in the black convertible, English
Soms is dit beter om net weg te stap van dinge en later weer terug te kom wanneer jy in 'n beter bui is,Afrikaans
Ik ben blij om je donatie te accepteren elk bedrag wordt zeer gewaardeerd,Nederlands
De schutter neemt afscheid van zijn liefde,Nederlands
Sy het haar sakdoekjies netjies gevou,Afrikaans
He would only survive if he kept the fire going and he could hear thunder in the distance, English
Die rivier het die gode gesteel,Afrikaans
'n Lied kan 'n mens se dag maak of bederf as hulle dit toelaat om hulle te beïnvloed,Afrikaans
We zijn nooit in Azië geweest en we hebben ook Afrika niet bezocht,Nederlands
Ik hoor dat Nancy erg mooi is,Nederlands
Ze kan haar leven leven zoals ze wil zolang ze maar luistert naar wat ik te zeggen heb,Nederlands
Your girlfriend bought your favorite cookie crisp cereal but forgot to get milk, English
Iemand wat ek ken het onlangs Maple Syrup en gebotterde Popcorn gekombineer en gedink dit sou soos karamelpopcorn smaak Dit het nie en hulle beveel nie aan dat ander dit ook doen nie,Afrikaans
Three generations with six decades of life experience, English
Als je van tonijn en tomatensaus houdt probeer dan de twee te combineren. Het is echt niet zo slecht als het klinkt,Nederlands
Verlede Vrydag het ek 'n gemerkte gestreepte blou wurm gesien wat hande met 'n potlood-lizard geskud het,Afrikaans
She wanted a pet platypus but ended up getting a duck and a ferret instead, English
The minute she landed she understood the reason this was a fly-over state, English
Er zit kunst in het krijgen van je zin en het spugen van olijvenpitten over de tafel is dat niet,Nederlands
The tour bus was packed with teenage girls heading toward their next adventure, English
Soms staar ik naar een deur of een muur en vraag ik me af wat deze realiteit is waarom leef ik en waar gaat dit allemaal over,Nederlands
Ek is bly om jou donasie te aanvaar enige bedrag sal baie waardeer word,Afrikaans
Ik zie vaak de tijd 11:11 of 12:34 op klokken,Nederlands
Natuurlik hou sy van haar pienk haas-skoene,Afrikaans
Dit was die beste sandkasteel wat hy ooit gesien het,Afrikaans
Daar is 'n kuns om jou sin te kry en om olyfpitte oor die tafel te spat is dit,Afrikaans
Had hij geweten wat er zou gebeuren zou hij nooit de douche zijn ingestapt,Nederlands
Zo won hij 1 miljoen dollar,Nederlands
Een paarse varken en een groene ezel vlogen met een vlieger midden in de nacht en eindigden met een zonnebrand,Nederlands
Ek was baie trots op my bynaam deur middel van hoërskool maar vandag kan ek nie meer anders as wat my bynaam was nie,Afrikaans
Agter die venster was 'n weerkaatsing wat net vrees ingeplant het,Afrikaans
It turns out you don't need all that stuff you insisted you did, English
Choosing to do nothing is still a choice after all, English
She says she has the ability to hear the soundtrack of your life, English
Sy verf net met bold kleure sy hou nie van pastelle nie,Afrikaans
Nothing seemed out of place except the washing machine in the bar, English
Rockmuziek nadert met hoge snelheid,Nederlands
Wag asseblief buite die huis,Afrikaans
In that instant everything changed, English
Sy het vir hom 'n lang brief geskryf maar hy het dit nie gelees nie,Afrikaans
Dit is 'n Japannese pop,Afrikaans
Toe hy uit die venster kyk het hy 'n clown gesien verbyloop,Afrikaans
At that moment he wasn't listening to music he was living an experience, English
The pigs were insulted that they were named hamburgers, English
It's not often you find a soggy banana on the street, English
Hij ging terug naar de video om te zien wat er was opgenomen en was geschokt door wat hij zag,Nederlands
Een fonkelende edelsteen is niet genoeg,Nederlands
Ik zou de promotie hebben gekregen maar mijn aanwezigheid was niet goed genoeg,Nederlands
Ze kwamen er vroeg aan en kregen echt goede zitplaatsen,Nederlands
Daar moes 'n tyd en plek gewees het maar dit was nie,Afrikaans
Nie alle mense wat rondloop is verlore nie,Afrikaans
The irony of the situation wasn't lost on anyone in the room, English
There was coal in his stocking and he was thrilled, English
She had some amazing news to share but nobody to share it with, English
Die skutter sê totsiens vir sy liefde,Afrikaans
She found his complete dullness interesting, English
Hy het gesê hy was nie daar gister nie maar baie mense het hom daar gesien,Afrikaans
Abstraksie is dikwels een vloer bo jou,Afrikaans
Er waren witte omstandigheden in de stad vervolgens waren de wegen onbegaanbaar,Nederlands
Various sea birds are elegant but nothing is as elegant as a gliding pelican, English
Everyone was curious about the large white blimp that appeared overnight, English
Die ou appel skaal op sy gesag,Afrikaans
Mary speel die klavier,Afrikaans
'n Pers vark en 'n groen esel het 'n vlieër in die middel van die nag gevlieg en het sonbrand gekry,Afrikaans
Laten we allemaal uniek zijn totdat we beseffen dat we allemaal hetzelfde zijn,Nederlands
Random words in front of other random words create a random sentence, English
